tax.Kingdom,tax.Supergroup,tax.Division,tax.Class,tax.Order,tax.Family,tax.Genus,tax.Species,boot.Kingdom,boot.Supergroup,boot.Division,boot.Class,boot.Order,boot.Family,boot.Genus,boot.Species
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Stoeckeria,Stoeckeria_algicida,100,100,100,100,100,100,100,100
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_socialis_debilis,100,100,100,100,100,100,100,62
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_guillardii,100,100,100,100,100,100,100,51
Eukaryota,Opisthokonta,Metazoa,Myxozoa,Myxozoa_X,Myxosporea,Myxidium,Myxidium_bergense,100,100,100,100,100,100,94,35
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Nitzschia,Nitzschia_paleaformis,100,100,100,100,100,100,98,38
Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Heterotrichida,Heterotrichida_X,Heterotrichida_X_sp.,100,100,100,100,100,70,70,70
Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Heteroconchia,Petricolaria,Petricolaria_pholadiformis,100,100,100,100,100,100,98,98
Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Synchytrium,Synchytrium_cupulatum,100,68,47,30,30,24,18,13
Eukaryota,Archaeplastida,Chlorophyta,Palmophyllophyceae,Prasinococcales,Prasinococcales-Clade-B,Prasinococcales-Clade-B_X,Prasinococcales-Clade-B_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_L,Strombidiidae_L_X,Strombidiidae_L_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Craspedida,Monosigidae_Group_B,Monosigidae_Group_B_X,Monosigidae_Group_B_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Paraphysomonas,Paraphysomonas_imperforata,100,100,100,100,100,100,88,65
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Chrysophyceae_Clade-F_X,Chrysophyceae_Clade-F_X_sp.,100,100,100,100,100,100,95,95
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Botryotinia,Botryotinia_fuckeliana,100,100,100,100,100,95,58,58
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_G,Strombidiidae_G_X,Strombidiidae_G_X_sp.,100,100,100,100,89,20,20,20
Eukaryota,Amoebozoa,Lobosa,Discosea-Flabellinia,Dactylopodida,Vexilliferidae,Vexillifera,Vexillifera_fluvialis,100,12,4,3,3,3,3,2
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,Lecudina,Lecudina_tuzetae,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,Lankesteria,Lankesteria_ascidiae,100,100,100,100,100,100,100,100
Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Olpidophydiales,Olpidiopsis,Olpidiopsis_sp.,100,100,100,100,100,100,96,96
Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,Lecudina,Lecudina_phyllochaetopteri,100,100,100,100,100,99,52,52
Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Thraustochytrium,Thraustochytrium_kinnei,100,100,100,100,100,100,100,100
Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Centroheliozoa_XX,Centroheliozoa_XXX,Centroheliozoa_XXXX,Centroheliozoa_XXXX_sp.,100,100,100,100,52,52,52,52
Eukaryota,Opisthokonta,Metazoa,Mollusca,Gastropoda,Dendronotoidea-Arminoidea-Aeolidoidea,Tergipes,Tergipes_tergipes,100,100,100,100,100,100,87,87
Eukaryota,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Plasmodiophorida,Polymyxa-lineage,Sorosphaera,Sorosphaera_veronicae,100,48,46,28,18,17,15,15
Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,Proales,Proales_doliaris,100,100,100,100,100,100,15,15
Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Novel-Clade-4,Novel-Clade-4_X,Novel-Clade-4_X_sp.,100,100,100,100,89,86,86,86
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Hacrobia,Katablepharidophyta,Katablepharidaceae,Katablepharidales,Katablepharidales_X,Kathablepharis,Katablepharis_remigera,100,100,100,100,100,100,36,36
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5_X_sp.,100,100,100,100,100,99,99,99
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_acantha,100,100,100,100,49,44,44,15
Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Thraustochytriaceae_X,Thraustochytriaceae_X_sp.,100,100,100,100,100,100,68,68
Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Penardia-lineage,Penardia-lineage_X,Penardia-lineage_X_sp.,100,93,90,90,90,90,49,49
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Ansanella,Ansanella_granifera,100,100,100,100,100,96,81,81
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_sp.,100,100,100,100,99,99,98,92
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Blixaea,Blixaea_quinquecornis,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,100,100,100,100,100,98,98,98
Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Pseudopirsonia,Pseudopirsonia_mucosa,100,100,100,63,50,50,44,35
Eukaryota,Opisthokonta,Metazoa,Platyhelminthes,Turbellaria,Polycladida,Paraplanocera,Paraplanocera_oligoglena,100,100,100,100,100,100,61,61
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Cylindrotheca,Cylindrotheca_closterium,100,100,100,100,100,100,100,100
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Crustacea_X,Crustacea_XX,Crustacea_XX_sp.,100,100,100,100,100,100,100,100
Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,100,100,100,100,89,84,84,84
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Fusarium,Fusarium_sp.,100,100,100,100,100,100,49,38
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhyzophidiales_X,Rhyzophidiales_X_sp.,100,100,100,98,98,94,82,82
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_B,Strombidiidae_B_X,Strombidiidae_B_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Orbiliomycetes,Dactylaria,Dactylaria_fragilis,100,100,100,100,100,42,42,42
Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycotina_X,Propolis,Propolis_farinosa,100,100,100,100,100,84,76,76
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Pellioditis,Pellioditis_sp.,100,100,100,100,100,100,100,84
Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_5,Pleurostomatida,Pleurostomatida_X,Pleurostomatida_X_sp.,100,100,100,100,100,100,56,56
Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_2,Haptoria_2_X,Chaenea,Chaenea_vorax,100,100,100,100,100,100,100,58
Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystidae,Raphidiophrys,Raphidiophrys_contractilis,100,7,7,7,7,7,7,7
Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Centroheliozoa_XX,Centroheliozoa_XXX,Centroheliozoa_XXXX,Centroheliozoa_XXXX_sp.,100,100,100,100,48,48,48,48
Eukaryota,Rhizaria,Cercozoa,Endomyxa,Endomyxa_X,Endo5-lineage,Endo5-lineage_X,Endo5-lineage_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Amoebozoa,Conosa,Mycetozoa-Myxogastrea,Stemonitales-Physarales,Stemonitales-Physarales_X,Kelleromyxa,Kelleromyxa_fimicola,100,25,25,24,22,19,13,13
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.,100,100,100,100,100,76,66,66
Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Mesodinium,Mesodinium_sp.,100,100,100,100,100,100,100,71
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_sp.,100,100,100,100,68,48,47,47
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos_furca,100,100,100,100,100,100,100,80
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_profunda,100,100,100,100,100,100,100,84
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_punctigera,100,100,100,100,100,100,99,98
Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Paulinellidae,Paulinella,Paulinella_chromatophora,100,100,100,100,100,91,91,87
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,100,100,100,100,100,100,100,100
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Guinardia,Guinardia_delicatula,100,100,100,100,100,100,100,100
Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Obelia,Obelia_geniculata,100,100,100,100,100,100,95,95
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Skeletonema,Skeletonema_sp.,100,100,100,100,100,100,100,38
Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Scuticociliatia_2_X,Cyclidium_3,Cyclidium_glaucoma,100,100,100,100,100,100,100,100
Eukaryota,Stramenopiles,Ochrophyta,MOCH-3,MOCH-3_X,MOCH-3_XX,MOCH-3_XXX,MOCH-3_XXX_sp.,100,100,100,84,84,84,84,84
Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Craspedida,Monosigidae_Group_B,Monosigidae_Group_B_X,Monosigidae_Group_B_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.,100,100,100,100,100,99,99,99
Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagomonadaceae_clade_A,Pelagomonadaceae_clade_A_sp.,100,100,100,100,100,100,100,100
Eukaryota,Stramenopiles,Pseudofungi,MAST-2,MAST-2B,MAST-2B_X,MAST-2B_XX,MAST-2B_XX_sp.,100,100,100,100,81,81,81,81
Eukaryota,Amoebozoa,Conosa,Mycetozoa-Myxogastrea,Echinosteliales,Echinosteliales_X,Semimorula,Semimorula_liquescens,100,32,22,19,5,3,3,3
Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Phaeophyceae_XXX,Phaeophyceae_XXX_sp.,100,100,100,100,100,100,86,86
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Paulsenella,Paulsenella_vonstoschii,100,100,67,67,64,61,47,47
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Nitokra,Nitokra_hibernica,100,100,100,99,99,99,38,38
Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Phlyctochytrium,Phlyctochytrium_reinboldtiae,100,96,94,82,82,82,21,13
Eukaryota,Rhizaria,Cercozoa,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Cercozoa_XXXX,Cercozoa_XXXX_sp.,100,100,100,68,68,68,68,68
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_anastomosans,100,100,100,100,100,100,100,61
Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystida_X,Pterocystida_XX,Pterocystida_XX_sp.,100,100,100,100,100,100,100,100
Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulvales-relatives_XX,Ulvales-relatives_XX_sp.,100,100,100,100,78,78,35,35
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae,Varistrombidium,Varistrombidium_kielum,100,100,100,100,92,42,40,40
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiophyceae_Clade_B5,Prymnesiophyceae_Clade_B5_X,Prymnesiophyceae_Clade_B5_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_minima,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_sp.,100,100,100,100,89,89,89,89
Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Mesodinium,Mesodinium_rubrum,100,100,100,100,100,100,100,86
Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Prunus,Prunus_persica,100,100,100,100,100,100,84,84
Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Choanoflagellatea_X,Choanoflagellatea_X_Group_L,Choanoflagellatea_X_Group_L_X,Choanoflagellatea_X_Group_L_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.,100,100,100,100,100,100,100,100
Eukaryota,Rhizaria,Foraminifera,Globothalamea,Robertinida,Robertinidae,Robertina,Robertina_arctica,100,8,8,8,8,8,8,8
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Mengenilla,Mengenilla_chobauti,100,63,63,42,24,23,5,5
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-2,Dino-Group-II-Clade-2_X,Dino-Group-II-Clade-2_X_sp.,100,100,100,100,100,85,85,85
Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Cyrtophoria_8,Dysteriidae,Trochilia,Trochilia_sp.,100,100,100,100,100,100,97,79
Eukaryota,Rhizaria,Cercozoa,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Cercozoa_XXXX,Cercozoa_XXXX_sp.,100,100,100,100,100,100,100,100
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Sphaerolaimus,Sphaerolaimus_gracilis,100,100,100,41,41,41,9,9
Eukaryota,Archaeplastida,Streptophyta,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Zostera,Zostera_marina,100,100,100,100,100,100,97,82
Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Thraustochytriaceae_X,Thraustochytriaceae_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_minima,100,100,100,100,100,100,96,96
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_litoralis,100,100,100,68,14,12,7,7
Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Heteroconchia,Spisula,Spisula_solidissima,100,100,100,100,100,100,80,75
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Daptonema,Daptonema_sp.,100,100,100,100,100,100,83,60
Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,Pterocystida,Pterocystida_X,Pterocystida_XX,Pterocystida_XX_sp.,100,100,100,100,100,100,100,100
Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenales,Euglena,Euglena_sanguinea,100,53,52,52,51,41,28,19
Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Leptomyxidae,Leptomyxa,Leptomyxa_reticulata,100,46,41,37,23,16,16,16
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_sporotruncatus,100,100,100,100,100,100,100,85
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae,Varistrombidium,Varistrombidium_kielum,100,100,100,100,97,51,31,31
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Paraphysomonas,Paraphysomonas_sp.,100,100,100,100,100,100,66,35
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,Amphidinium_longum,100,100,100,100,32,30,30,30
Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,100,100,100,100,100,100,93,93
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlorococcum,Chlorococcum_dorsiventrale,100,100,100,99,99,99,56,56
Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.,100,100,100,100,100,100,99,99
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_sp.,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.,100,100,100,100,100,98,98,98
Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,quahogparasite-QPX,quahogparasite-QPX_sp.,100,87,74,74,69,69,29,29
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae_I,Pelagostrobilidium,Pelagostrobilidium_paraepacrum,100,100,100,100,100,100,100,100
Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.,100,100,100,100,100,92,92,92
Eukaryota,Opisthokonta,Metazoa,Mollusca,Bivalvia,Heteroconchia,Angulus,Angulus_tenuis,100,100,100,100,100,100,52,52
Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.,100,100,90,61,61,61,59,59
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-32,Dino-Group-II-Clade-32_X,Dino-Group-II-Clade-32_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Gonothyraea,Gonothyraea_loveni,100,100,100,100,100,100,99,99
Eukaryota,Stramenopiles,Pseudofungi,Pirsonia_Clade,Pirsonia_Clade_X,Pirsonia_Clade_XX,Pirsonia_Clade__XXX,Pirsonia_Clade__XXX_sp.,100,100,100,100,100,100,96,96
Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Rhizogeton,Rhizogeton_nudus,100,100,100,100,100,100,83,83
Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Pseudopirsonia,Pseudopirsonia_mucosa,100,100,100,87,68,68,48,20
Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Euclymene,Euclymene_oerstedi,100,100,100,100,100,100,95,95
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Tisbe,Tisbe_tenera,100,100,100,100,100,100,100,99
Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Opercularella,Opercularella_lacerata,100,100,100,100,100,100,100,100
Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Sewellia,Sewellia_tropica,100,100,100,100,100,100,48,48
Eukaryota,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Prismatolaimus,Prismatolaimus_intermedius,100,100,100,100,100,100,100,100
Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsus,Perkinsus_qugwadi,100,100,51,51,51,51,36,30
Eukaryota,Opisthokonta,Fungi,Ascomycota,Taphrinomycotina,Taphrinomycetes,Taphrina,Taphrina_communis,100,100,100,100,100,100,97,43
Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,Trinematidae_X,Trinematidae_X_sp.,100,100,100,100,100,95,68,68
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Gregarinidae,Leidyana2,Gregarina_tropica,100,100,100,100,100,100,70,57
Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Mariager-Fjord-lineage,Mariager-Fjord-lineage_X,Mariager-Fjord-lineage_X_sp.,100,92,90,89,89,88,88,88
Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_1,Philasterida,Philaster,Philaster_apodigitiformis,100,100,100,100,100,100,98,98
Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Rhizophagus,Rhizophagus_manihotis,100,79,44,17,17,10,7,7
Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Peronosporales,Phytophthora,Phytophthora_sinensis,100,100,100,100,100,44,10,10
Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Pseudoperkinsidae,Sphaeroforma,Sphaeroforma_sp.,100,100,100,100,100,100,80,74
Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Thraustochytriaceae_X,Thraustochytriaceae_X_sp.,100,99,98,98,98,98,93,93
Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Mesodinium,Mesodinium_sp.,100,100,100,100,100,100,100,60
Eukaryota,Stramenopiles,Ochrophyta,MOCH-1,MOCH-1_X,MOCH-1_XX,MOCH-1_XXX,MOCH-1_XXX_sp.,100,100,100,100,100,100,100,100
Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Nassellaria_X,Nassellaria_XX,Nassellaria_XX_sp.,100,100,100,100,100,100,100,100
Eukaryota,Rhizaria,Foraminifera,Monothalamids,Monothalamids_Clade-C,Monothalamids_Clade-C_X,Shinkaiya,Shinkaiya_lindsayi,100,13,13,12,4,4,4,4
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Tintinnida,Eutintinnidae,Eutintinnus,Eutintinnus_sp.,100,100,100,100,100,98,50,44
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,100,100,100,100,100,100,100,100
Eukaryota,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Phagomyxida,Phagomyxidae,Phagomyxa,Phagomyxa_sp.,100,100,100,100,100,100,100,100
Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Paraonis,Paraonis_sp.,100,100,100,100,100,100,98,98
